166750587644389330680210077886165794586;"Diamond and Pearl Promos";"dpp";"Empoleon Lv.X";DP11;Holo Rare;http://tcgplayer.com/product/85207/pokemon-diamond-and-pearl-promos-empoleon-lvx?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
9274222199065957315916635946163204996;"Diamond and Pearl Promos";"dpp";"Arceus (DP50)";DP50;Holo Rare;http://tcgplayer.com/product/83601/pokemon-diamond-and-pearl-promos-arceus-dp50?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
94169898036855474669543208862342448710;"Diamond and Pearl Promos";"dpp";"Darkrai Lv.X";DP19;Holo Rare;http://tcgplayer.com/product/84712/pokemon-diamond-and-pearl-promos-darkrai-lvx?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
178729159096007788485366397804087332620;"Diamond and Pearl Promos";"dpp";"Regigigas Lv.X";DP30;Holo Rare;http://tcgplayer.com/product/88670/pokemon-diamond-and-pearl-promos-regigigas-lvx?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
146115099882437252028955888777152389154;"Diamond and Pearl Promos";"dpp";"Torterra Lv.X";DP09;Holo Rare;http://tcgplayer.com/product/89990/pokemon-diamond-and-pearl-promos-torterra-lvx?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
158508097730806021886595999579486643378;"Diamond and Pearl Promos";"dpp";"Charizard G Lv.X";DP45;Holo Rare;http://tcgplayer.com/product/84202/pokemon-diamond-and-pearl-promos-charizard-g-lvx?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
302797479411817861635540449330873802516;"Diamond and Pearl Promos";"dpp";"Turtwig";DP01;Holo Rare;http://tcgplayer.com/product/90075/pokemon-diamond-and-pearl-promos-turtwig?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
84923524528946794107194734960785514881;"Diamond and Pearl Promos";"dpp";"Piplup";DP03;Holo Rare;http://tcgplayer.com/product/88147/pokemon-diamond-and-pearl-promos-piplup?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
265914694146490802654771264764820835383;"Diamond and Pearl Promos";"dpp";"Mewtwo Lv.X";DP28;Holo Rare;http://tcgplayer.com/product/87434/pokemon-diamond-and-pearl-promos-mewtwo-lvx?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
142841847024979329612328088871953526207;"Diamond and Pearl Promos";"dpp";"Rhyperior Lv.X";DP29;Holo Rare;http://tcgplayer.com/product/88750/pokemon-diamond-and-pearl-promos-rhyperior-lvx?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
270563474217094192725153510304621896732;"Diamond and Pearl Promos";"dpp";"Arceus Lv.X (DP53)";DP53;Holo Rare;http://tcgplayer.com/product/83605/pokemon-diamond-and-pearl-promos-arceus-lvx-dp53?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
319292127157800098536231720156290352366;"Diamond and Pearl Promos";"dpp";"Rayquaza C Lv.X";DP47;Holo Rare;http://tcgplayer.com/product/88641/pokemon-diamond-and-pearl-promos-rayquaza-c-lvx?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
208260965175728978439036254238853562695;"Diamond and Pearl Promos";"dpp";"Infernape Lv.X";DP10;Holo Rare;http://tcgplayer.com/product/86282/pokemon-diamond-and-pearl-promos-infernape-lvx?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
105948037391119448860723854417747571109;"Diamond and Pearl Promos";"dpp";"Pachirisu";DP04;Holo Rare;http://tcgplayer.com/product/87901/pokemon-diamond-and-pearl-promos-pachirisu?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
307958502320501317116673566692246876888;"Diamond and Pearl Promos";"dpp";"Palkia Lv.X";DP18;Holo Rare;http://tcgplayer.com/product/87920/pokemon-diamond-and-pearl-promos-palkia-lvx?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
75721524234678457282900887287789027956;"Diamond and Pearl Promos";"dpp";"Heatran Lv.X";DP31;Holo Rare;http://tcgplayer.com/product/86055/pokemon-diamond-and-pearl-promos-heatran-lvx?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
91361055401934524289936642363838037088;"Diamond and Pearl Promos";"dpp";"Magnezone (DP32)";DP32;Holo Rare;http://tcgplayer.com/product/87116/pokemon-diamond-and-pearl-promos-magnezone-dp32?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
31848105658363020325285904329891250420;"Diamond and Pearl Promos";"dpp";"Darkrai (DP24)";DP24;Holo Rare;http://tcgplayer.com/product/84701/pokemon-diamond-and-pearl-promos-darkrai-dp24?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
297990969234769762105875109368519870950;"Diamond and Pearl Promos";"dpp";"Lucario Lv.X";DP12;Holo Rare;http://tcgplayer.com/product/86890/pokemon-diamond-and-pearl-promos-lucario-lvx?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
49934258532410177911198373230354676952;"Diamond and Pearl Promos";"dpp";"Dialga Lv.X (DP37)";DP37;Holo Rare;http://tcgplayer.com/product/84814/pokemon-diamond-and-pearl-promos-dialga-lvx-dp37?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
32390195770842849897729794828062842999;"Diamond and Pearl Promos";"dpp";"Dialga (DP26)";DP26;Holo Rare;http://tcgplayer.com/product/84801/pokemon-diamond-and-pearl-promos-dialga-dp26?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
333171778553877760887421584271510317156;"Diamond and Pearl Promos";"dpp";"Garchomp C Lv.X";DP46;Holo Rare;http://tcgplayer.com/product/85630/pokemon-diamond-and-pearl-promos-garchomp-c-lvx?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
50321965758074141276121872089426658171;"Diamond and Pearl Promos";"dpp";"Darkrai (DP52)";DP52;Holo Rare;http://tcgplayer.com/product/84702/pokemon-diamond-and-pearl-promos-darkrai-dp52?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
220398264036235604160102359346302639616;"Diamond and Pearl Promos";"dpp";"Dialga Lv.X (DP17)";DP17;Holo Rare;http://tcgplayer.com/product/84813/pokemon-diamond-and-pearl-promos-dialga-lvx-dp17?xid=pib98b7599-2fa0-4e3a-ad31-bcf32f543204&page=1;None
192685247171589937861574011237201063916;"Diamond and Pearl Promos";"dpp";"Palkia";DP27;Holo Rare;http://tcgplayer.com/product/87909/pokemon-diamond-and-pearl-promos-palkia?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
79049907852210986443649691354471749770;"Diamond and Pearl Promos";"dpp";"Porygon-Z";DP35;Holo Rare;http://tcgplayer.com/product/88316/pokemon-diamond-and-pearl-promos-porygon-z?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
41712996223753203650501841258838547960;"Diamond and Pearl Promos";"dpp";"Arceus Lv.X (DP56)";DP56;Holo Rare;http://tcgplayer.com/product/83606/pokemon-diamond-and-pearl-promos-arceus-lvx-dp56?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
69717809849743409426748418174419548091;"Diamond and Pearl Promos";"dpp";"Chimchar";DP02;Holo Rare;http://tcgplayer.com/product/84286/pokemon-diamond-and-pearl-promos-chimchar?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
327214769035458823424088710294692513908;"Diamond and Pearl Promos";"dpp";"Shaymin Lv.X";DP39;Holo Rare;http://tcgplayer.com/product/89116/pokemon-diamond-and-pearl-promos-shaymin-lvx?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
220274372476292366511295146794390584784;"Diamond and Pearl Promos";"dpp";"Giratina Lv.X";DP38;Holo Rare;http://tcgplayer.com/product/85743/pokemon-diamond-and-pearl-promos-giratina-lvx?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
39661219939745823892743498611377540141;"Diamond and Pearl Promos";"dpp";"Gliscor";DP36;Holo Rare;http://tcgplayer.com/product/85773/pokemon-diamond-and-pearl-promos-gliscor?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
151405949849341514346092307006075039147;"Diamond and Pearl Promos";"dpp";"Cresselia";DP51;Holo Rare;http://tcgplayer.com/product/84469/pokemon-diamond-and-pearl-promos-cresselia?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
269742645716818568810523919185004673258;"Diamond and Pearl Promos";"dpp";"Probopass G";DP43;Holo Rare;http://tcgplayer.com/product/88380/pokemon-diamond-and-pearl-promos-probopass-g?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
179559721540282885485621291597785977902;"Diamond and Pearl Promos";"dpp";"Shinx";DP15;Holo Rare;http://tcgplayer.com/product/89175/pokemon-diamond-and-pearl-promos-shinx?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
311223899162216917197175628059783458557;"Diamond and Pearl Promos";"dpp";"Cranidos";DP07;Holo Rare;http://tcgplayer.com/product/84459/pokemon-diamond-and-pearl-promos-cranidos?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
313484103280737765005251328172373832137;"Diamond and Pearl Promos";"dpp";"Drifblim";DP34;Holo Rare;http://tcgplayer.com/product/84946/pokemon-diamond-and-pearl-promos-drifblim?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
187827528523510012418282237016979939825;"Diamond and Pearl Promos";"dpp";"Shieldon";DP08;Holo Rare;http://tcgplayer.com/product/89150/pokemon-diamond-and-pearl-promos-shieldon?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
302857985944500655069939785705161869241;"Diamond and Pearl Promos";"dpp";"Magnezone (DP44)";DP44;Holo Rare;http://tcgplayer.com/product/87117/pokemon-diamond-and-pearl-promos-magnezone-dp44?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
32879817184842145844976149827541967801;"Diamond and Pearl Promos";"dpp";"Dusknoir";DP33;Holo Rare;http://tcgplayer.com/product/85039/pokemon-diamond-and-pearl-promos-dusknoir?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
95351749376279056909190271923773204632;"Diamond and Pearl Promos";"dpp";"Lucario - 53/127 (Prerelease Promo) [Staff]";53;Promo;http://tcgplayer.com/product/187216/pokemon-diamond-and-pearl-promos-lucario-53-127-prerelease-promo-staff?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
66833536719143385255620978860698905749;"Diamond and Pearl Promos";"dpp";"Toxicroak G";DP41;Holo Rare;http://tcgplayer.com/product/90013/pokemon-diamond-and-pearl-promos-toxicroak-g?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
170708002884333813633080859061521326714;"Diamond and Pearl Promos";"dpp";"Kirlia (Secret Wonders) (Prerelease Promo)";53;Uncommon;http://tcgplayer.com/product/233308/pokemon-diamond-and-pearl-promos-kirlia-secret-wonders-prerelease-promo?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
18074506917104303959649364598536332338;"Diamond and Pearl Promos";"dpp";"Raichu";DP21;Holo Rare;http://tcgplayer.com/product/88512/pokemon-diamond-and-pearl-promos-raichu?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
76572345090550404310209863038236055664;"Diamond and Pearl Promos";"dpp";"Carnivine G";DP42;Holo Rare;http://tcgplayer.com/product/84108/pokemon-diamond-and-pearl-promos-carnivine-g?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
232606001239103874782635445732235712062;"Diamond and Pearl Promos";"dpp";"Porygon2 - 49/106 (Prerelease Promo)";49;Promo;http://tcgplayer.com/product/232870/pokemon-diamond-and-pearl-promos-porygon2-49-106-prerelease-promo?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
279926649012095163336227010424750214667;"Diamond and Pearl Promos";"dpp";"Pikachu";DP16;Holo Rare;http://tcgplayer.com/product/88089/pokemon-diamond-and-pearl-promos-pikachu?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
325343537001620791220900362454254597374;"Diamond and Pearl Promos";"dpp";"Regigigas";DP40;Holo Rare;http://tcgplayer.com/product/88665/pokemon-diamond-and-pearl-promos-regigigas?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
295884316130863410054845207742524790576;"Diamond and Pearl Promos";"dpp";"Buizel";DP13;Holo Rare;http://tcgplayer.com/product/84019/pokemon-diamond-and-pearl-promos-buizel?xid=pif830bf4e-171b-4a02-9060-73b48a1a4010&page=1;None
331993935609877942310545185220940297902;"Diamond and Pearl Promos";"dpp";"Porygon2 - 49/106 (Prerelease Promo) [Staff]";49;Promo;http://tcgplayer.com/product/232871/pokemon-diamond-and-pearl-promos-porygon2-49-106-prerelease-promo-staff?xid=pi345c7ad0-3e66-449b-bf11-cf4d955a6d60&page=1;None
284598955748999312114533023208280148046;"Diamond and Pearl Promos";"dpp";"Gabite (Staff Prerelease Promo)";48;Promo;http://tcgplayer.com/product/164205/pokemon-diamond-and-pearl-promos-gabite-staff-prerelease-promo?xid=pi345c7ad0-3e66-449b-bf11-cf4d955a6d60&page=1;None
304685357775172145788418452764639787325;"Diamond and Pearl Promos";"dpp";"Buneary";DP06;Holo Rare;http://tcgplayer.com/product/84041/pokemon-diamond-and-pearl-promos-buneary?xid=pi345c7ad0-3e66-449b-bf11-cf4d955a6d60&page=1;None
61809740495238769544496375944629900576;"Diamond and Pearl Promos";"dpp";"Mime Jr.";DP22;Holo Rare;http://tcgplayer.com/product/87470/pokemon-diamond-and-pearl-promos-mime-jr?xid=pi345c7ad0-3e66-449b-bf11-cf4d955a6d60&page=1;None
219622235478882474737665971085338680449;"Diamond and Pearl Promos";"dpp";"Magmortar";DP20;Holo Rare;http://tcgplayer.com/product/87057/pokemon-diamond-and-pearl-promos-magmortar?xid=pi345c7ad0-3e66-449b-bf11-cf4d955a6d60&page=1;None
95016681683794658430462684121879490005;"Diamond and Pearl Promos";"dpp";"Glameow";DP23;Holo Rare;http://tcgplayer.com/product/85761/pokemon-diamond-and-pearl-promos-glameow?xid=pi345c7ad0-3e66-449b-bf11-cf4d955a6d60&page=1;None
25853303977882261165801050947381341699;"Diamond and Pearl Promos";"dpp";"Chatot";DP14;Holo Rare;http://tcgplayer.com/product/84241/pokemon-diamond-and-pearl-promos-chatot?xid=pi345c7ad0-3e66-449b-bf11-cf4d955a6d60&page=1;None
220389388882303547076782351573840194293;"Diamond and Pearl Promos";"dpp";"Lucario - 53/127 (Prerelease Promo)";53;Promo;http://tcgplayer.com/product/187215/pokemon-diamond-and-pearl-promos-lucario-53-127-prerelease-promo?xid=pi345c7ad0-3e66-449b-bf11-cf4d955a6d60&page=1;None
30902014115464547567259513439023066299;"Diamond and Pearl Promos";"dpp";"Dialga (DP49)";DP49;Holo Rare;http://tcgplayer.com/product/84805/pokemon-diamond-and-pearl-promos-dialga-dp49?xid=pi345c7ad0-3e66-449b-bf11-cf4d955a6d60&page=1;None
5696745083166670886921516565518794374;"Diamond and Pearl Promos";"dpp";"Tropical Wind (2009)";DP48;Promo;http://tcgplayer.com/product/90056/pokemon-diamond-and-pearl-promos-tropical-wind-2009?xid=pi345c7ad0-3e66-449b-bf11-cf4d955a6d60&page=1;None
