2123723959732728308348800748797817510;"Dragon";"dr";"Dragonair";14;Rare;http://tcgplayer.com/product/84899/pokemon-dragon-dragonair?xid=pi300b55a1-bb05-48a9-a5eb-b57c419f2bf6&page=1;None
108510163447145855603675712636510814197;"Dragon";"dr";"Magneton (17)";17;Rare;http://tcgplayer.com/product/87100/pokemon-dragon-magneton-17?xid=pi300b55a1-bb05-48a9-a5eb-b57c419f2bf6&page=1;None
326838916209415809570063176645470189093;"Dragon";"dr";"Crawdaunt (3)";3;Holo Rare;http://tcgplayer.com/product/84461/pokemon-dragon-crawdaunt-3?xid=pi300b55a1-bb05-48a9-a5eb-b57c419f2bf6&page=1;None
292647727314843062609464453443548644874;"Dragon";"dr";"Mr. Briney's Compassion";87;Uncommon;http://tcgplayer.com/product/87585/pokemon-dragon-mr-brineys-compassion?xid=pi300b55a1-bb05-48a9-a5eb-b57c419f2bf6&page=1;None
226905348182641349506275296818055408134;"Dragon";"dr";"Mudkip";65;Common;http://tcgplayer.com/product/87607/pokemon-dragon-mudkip?xid=pi300b55a1-bb05-48a9-a5eb-b57c419f2bf6&page=1;None
84419925446778616370032364211569899753;"Dragon";"dr";"Vibrava (22)";22;Rare;http://tcgplayer.com/product/90332/pokemon-dragon-vibrava-22?xid=pi300b55a1-bb05-48a9-a5eb-b57c419f2bf6&page=1;None
259759739377886874541121610602228072356;"Dragon";"dr";"Salamence (19)";19;Rare;http://tcgplayer.com/product/88896/pokemon-dragon-salamence-19?xid=pi300b55a1-bb05-48a9-a5eb-b57c419f2bf6&page=1;None
227015122462041776272283695134811113895;"Dragon";"dr";"Roselia";9;Holo Rare;http://tcgplayer.com/product/88817/pokemon-dragon-roselia?xid=pi300b55a1-bb05-48a9-a5eb-b57c419f2bf6&page=1;None
38221791231038383654318427772806094999;"Dragon";"dr";"Skarmory";21;Rare;http://tcgplayer.com/product/89237/pokemon-dragon-skarmory?xid=pi300b55a1-bb05-48a9-a5eb-b57c419f2bf6&page=1;None
41372826763217186019687822902534991856;"Dragon";"dr";"Flygon (15)";15;Rare;http://tcgplayer.com/product/85522/pokemon-dragon-flygon-15?xid=pi300b55a1-bb05-48a9-a5eb-b57c419f2bf6&page=1;None
44388757028423968822288297914824971893;"Dragon";"dr";"Trapinch (78)";78;Common;http://tcgplayer.com/product/90019/pokemon-dragon-trapinch-78?xid=pi300b55a1-bb05-48a9-a5eb-b57c419f2bf6&page=1;None
226140862844424524036563845036267371057;"Dragon";"dr";"Golem ex";91;Ultra Rare;http://tcgplayer.com/product/85831/pokemon-dragon-golem-ex?xid=pi300b55a1-bb05-48a9-a5eb-b57c419f2bf6&page=1;None
52210625965197746091466203544702963795;"Dragon";"dr";"Latias ex";93;Ultra Rare;http://tcgplayer.com/product/86659/pokemon-dragon-latias-ex?xid=pi300b55a1-bb05-48a9-a5eb-b57c419f2bf6&page=1;None
243177781171179400314784596692207935663;"Dragon";"dr";"Crawdaunt (13)";13;Rare;http://tcgplayer.com/product/84462/pokemon-dragon-crawdaunt-13?xid=pi300b55a1-bb05-48a9-a5eb-b57c419f2bf6&page=1;None
33459756120379352325886629366571126188;"Dragon";"dr";"Kingdra ex";92;Ultra Rare;http://tcgplayer.com/product/86451/pokemon-dragon-kingdra-ex?xid=pi300b55a1-bb05-48a9-a5eb-b57c419f2bf6&page=1;None
304020362437545393849364976977434017361;"Dragon";"dr";"Grimer";57;Common;http://tcgplayer.com/product/85908/pokemon-dragon-grimer?xid=pi300b55a1-bb05-48a9-a5eb-b57c419f2bf6&page=1;None
167978115126361013563746161872466825056;"Dragon";"dr";"TV Reporter";88;Uncommon;http://tcgplayer.com/product/90083/pokemon-dragon-tv-reporter?xid=pi300b55a1-bb05-48a9-a5eb-b57c419f2bf6&page=1;None
32189653367544731882972452626389918523;"Dragon";"dr";"Nincada (66)";66;Common;http://tcgplayer.com/product/87756/pokemon-dragon-nincada-66?xid=pi300b55a1-bb05-48a9-a5eb-b57c419f2bf6&page=1;None
24598963417525552311490098113006104182;"Dragon";"dr";"Magikarp";60;Common;http://tcgplayer.com/product/87025/pokemon-dragon-magikarp?xid=pi300b55a1-bb05-48a9-a5eb-b57c419f2bf6&page=1;None
