192488112529124475361988970975549174710;"Ruby and Sapphire";"rs";"Energy Search";90;Common;http://tcgplayer.com/product/85237/pokemon-ruby-and-sapphire-energy-search?xid=pic82dd104-3fd8-4e60-a57f-0755580d580d&page=1;None
234602377177968340673957091563927295576;"Ruby and Sapphire";"rs";"Metal Energy (Special)";94;Rare;http://tcgplayer.com/product/87356/pokemon-ruby-and-sapphire-metal-energy-special?xid=pic82dd104-3fd8-4e60-a57f-0755580d580d&page=1;None
88773151809207631846596327485738764936;"Ruby and Sapphire";"rs";"Fire Energy";108;Common;http://tcgplayer.com/product/85458/pokemon-ruby-and-sapphire-fire-energy?xid=pic82dd104-3fd8-4e60-a57f-0755580d580d&page=1;None
113166522873819531692143981930536473962;"Ruby and Sapphire";"rs";"Treecko (76)";76;Common;http://tcgplayer.com/product/90033/pokemon-ruby-and-sapphire-treecko-76?xid=pic82dd104-3fd8-4e60-a57f-0755580d580d&page=1;None
10715970444572116102106166120302419230;"Ruby and Sapphire";"rs";"Mudkip (60)";60;Common;http://tcgplayer.com/product/87606/pokemon-ruby-and-sapphire-mudkip-60?xid=pic82dd104-3fd8-4e60-a57f-0755580d580d&page=1;None
237887356253031958062508638096866850418;"Ruby and Sapphire";"rs";"Lightning Energy";109;Common;http://tcgplayer.com/product/86761/pokemon-ruby-and-sapphire-lightning-energy?xid=pic82dd104-3fd8-4e60-a57f-0755580d580d&page=1;None
10700692953372179259894815300394644708;"Ruby and Sapphire";"rs";"Mudkip (59)";59;Common;http://tcgplayer.com/product/87605/pokemon-ruby-and-sapphire-mudkip-59?xid=pic82dd104-3fd8-4e60-a57f-0755580d580d&page=1;None
3435982721420546798375788212542431704;"Ruby and Sapphire";"rs";"Chansey ex";96;Ultra Rare;http://tcgplayer.com/product/84180/pokemon-ruby-and-sapphire-chansey-ex?xid=pic82dd104-3fd8-4e60-a57f-0755580d580d&page=1;None
187178029185073135895378284995621347473;"Ruby and Sapphire";"rs";"Kirlia (35)";35;Uncommon;http://tcgplayer.com/product/86460/pokemon-ruby-and-sapphire-kirlia-35?xid=pic82dd104-3fd8-4e60-a57f-0755580d580d&page=1;None
186752531014811748103265652399789368546;"Ruby and Sapphire";"rs";"Lapras ex";99;Ultra Rare;http://tcgplayer.com/product/86626/pokemon-ruby-and-sapphire-lapras-ex?xid=pic82dd104-3fd8-4e60-a57f-0755580d580d&page=1;None
160554539503385015079876575800488066349;"Ruby and Sapphire";"rs";"Fighting Energy";105;Common;http://tcgplayer.com/product/85438/pokemon-ruby-and-sapphire-fighting-energy?xid=pic82dd104-3fd8-4e60-a57f-0755580d580d&page=1;None
75152911467845959975330467415127891324;"Ruby and Sapphire";"rs";"Darkness Energy (Special)";93;Rare;http://tcgplayer.com/product/84683/pokemon-ruby-and-sapphire-darkness-energy-special?xid=pic82dd104-3fd8-4e60-a57f-0755580d580d&page=1;None
322423699316338746481372682064064715696;"Ruby and Sapphire";"rs";"Mewtwo ex";101;Ultra Rare;http://tcgplayer.com/product/87428/pokemon-ruby-and-sapphire-mewtwo-ex?xid=pic82dd104-3fd8-4e60-a57f-0755580d580d&page=1;None
158109627703105899995520412469790240644;"Ruby and Sapphire";"rs";"Rainbow Energy";95;Rare;http://tcgplayer.com/product/88545/pokemon-ruby-and-sapphire-rainbow-energy?xid=pic82dd104-3fd8-4e60-a57f-0755580d580d&page=1;None
148389986035977731348726873090487876881;"Ruby and Sapphire";"rs";"Water Energy";106;Common;http://tcgplayer.com/product/90506/pokemon-ruby-and-sapphire-water-energy?xid=pic82dd104-3fd8-4e60-a57f-0755580d580d&page=1;None
223337400765816666490307152313521467047;"Ruby and Sapphire";"rs";"Sceptile (11)";11;Holo Rare;http://tcgplayer.com/product/88944/pokemon-ruby-and-sapphire-sceptile-11?xid=pic82dd104-3fd8-4e60-a57f-0755580d580d&page=1;None
27980065258979400130485417670473178977;"Ruby and Sapphire";"rs";"Electabuzz ex";97;Ultra Rare;http://tcgplayer.com/product/85120/pokemon-ruby-and-sapphire-electabuzz-ex?xid=pic82dd104-3fd8-4e60-a57f-0755580d580d&page=1;None
132247647561914443309572617946109022246;"Ruby and Sapphire";"rs";"Hitmonchan ex";98;Ultra Rare;http://tcgplayer.com/product/86099/pokemon-ruby-and-sapphire-hitmonchan-ex?xid=pic82dd104-3fd8-4e60-a57f-0755580d580d&page=1;None
123179650691959798658609335577664095986;"Ruby and Sapphire";"rs";"Swampert (23)";23;Rare;http://tcgplayer.com/product/89676/pokemon-ruby-and-sapphire-swampert-23?xid=pic82dd104-3fd8-4e60-a57f-0755580d580d&page=1;None
